strategy_mode,fast_span,slow_span,stop_loss_pct,final_equity,total_return_pct,total_trades,winning_trades,losing_trades,win_rate_pct,profit_factor,maximum_drawdown_pct,eligible
LONG_CASH,20,40,8.0,1026.2404533133588,2.624045331335889,14,6,8,42.857142857142854,2.3214321412403245,2.061513780970187,True
LONG_CASH,30,40,10.0,1026.1531219297283,2.6153121929728185,14,7,7,50.0,2.78735932372152,1.3879167133804822,True
LONG_CASH,30,75,10.0,1026.0366096319253,2.6036609631925334,7,4,3,57.14285714285714,4.729630132483328,1.448183507089963,True
LONG_CASH,10,50,8.0,1026.005172573164,2.6005172573163815,17,7,10,41.17647058823529,2.8494233947811356,1.259033101626921,True
LONG_CASH,20,50,8.0,1025.8196963999342,2.58196963999342,14,6,8,42.857142857142854,2.545327626924053,1.8838910939313929,True
LONG_CASH,5,100,10.0,1025.1215189569643,2.512151895696424,14,6,8,42.857142857142854,3.3491715022177786,1.47372905540444,True
LONG_CASH,5,75,10.0,1024.8964105960627,2.4896410596062735,21,10,11,47.61904761904761,3.2439820432735416,0.8501442151740948,True
LONG_CASH,5,150,10.0,1024.7777427113078,2.4777742711307837,14,5,9,35.714285714285715,2.817675059873043,1.6077370369120596,True
LONG_CASH,20,100,8.0,1024.7194587440802,2.4719458744080214,9,4,5,44.44444444444444,3.0314572997533067,2.130875352769878,True
LONG_CASH,20,100,2.0,1024.6070776975992,2.4607077697599067,19,4,15,21.052631578947366,1.799574889993496,3.3463322487957283,True
LONG_CASH,30,100,10.0,1024.5236770906565,2.4523677090656504,7,4,3,57.14285714285714,4.556353526756187,1.3751750565472811,True
LONG_CASH,20,200,8.0,1023.921839697005,2.39218396970049,5,2,3,40.0,2.876662791783954,2.079668630018783,True
LONG_CASH,5,200,8.0,1023.7030916176293,2.370309161762929,14,4,10,28.57142857142857,2.0091918519946206,2.3169026624355724,True
LONG_CASH,10,200,8.0,1023.360221889036,2.336022188903608,8,4,4,50.0,2.840515594942128,2.59441029202995,True
LONG_CASH,5,50,10.0,1023.326542705525,2.332654270552492,24,10,14,41.66666666666667,2.6068165704622377,0.8458960376586704,True
LONG_CASH,10,150,8.0,1023.0569472106944,2.305694721069429,10,4,6,40.0,2.4182514790875715,2.3306598026291354,True
LONG_CASH,10,75,10.0,1023.0320649999347,2.303206499993471,14,6,8,42.857142857142854,3.1039314395811326,1.2801319863925131,True
LONG_CASH,20,200,10.0,1022.4960189707446,2.2496018970744602,5,2,3,40.0,4.251941443519992,1.6421189469801871,True
LONG_CASH,10,40,10.0,1022.0205054973849,2.202050549738477,23,9,14,39.130434782608695,2.3742193026819747,0.9451424493910111,True
LONG_CASH,20,40,10.0,1021.0437921603618,2.1043792160361896,14,6,8,42.857142857142854,2.3307318451510923,1.6549263998130144,True
LONG_CASH,30,150,8.0,1021.031679194075,2.1031679194075004,6,3,3,50.0,2.407004359345842,2.181622279130423,True
LONG_CASH,20,150,2.0,1020.9288786267175,2.092887862671744,22,4,18,18.181818181818183,1.56656535939666,3.993554834509826,True
LONG_CASH,30,150,10.0,1020.9154353654511,2.091543536545104,6,3,3,50.0,3.612734182485573,1.633084159902358,True
LONG_CASH,10,50,10.0,1020.7841216700022,2.078412167000221,17,7,10,41.17647058823529,2.852431470742676,1.009076186194469,True
LONG_CASH,20,50,10.0,1020.6902256415328,2.069022564153289,14,6,8,42.857142857142854,2.5547715633377357,1.512091764761351,True
LONG_CASH,20,150,8.0,1020.4039302562734,2.0403930256273295,9,4,5,44.44444444444444,2.1651388216332874,2.5519129649319807,True
LONG_CASH,30,200,8.0,1020.2251721696084,2.0225172169608507,7,2,5,28.57142857142857,2.384635059003225,2.1118991074154834,True
LONG_CASH,20,100,10.0,1020.0692685799593,2.0069268579959276,9,4,5,44.44444444444444,3.130978964808556,1.68645420375855,True
LONG_CASH,5,200,10.0,1019.0080337866433,1.9008033786643397,14,4,10,28.57142857142857,2.014834658532887,1.8627621212257832,True
LONG_CASH,10,200,10.0,1018.7005653557411,1.870056535574105,8,4,4,50.0,2.8506060484070117,2.087321766835212,True
LONG_CASH,10,150,10.0,1018.477725487518,1.8477725487517915,10,4,6,40.0,2.4262765221401668,1.8734265076541592,True
LONG_CASH,20,150,10.0,1016.3631013753236,1.6363101375323597,9,4,5,44.44444444444444,2.172076168577668,2.0510578861735285,True
LONG_CASH,30,200,10.0,1015.2828398862371,1.528283988623702,7,2,5,28.57142857142857,2.2162213518428064,1.7930751772153166,True
